scenario,seed,method,false_alarm,detected,detection_delay_trials,pre_shift_rmse,initial_shifted_rmse,target_rmse,recovered,recovery_trials,final_rmse
confirm_payload_com_only,10101,passive,False,True,2,0.12825294221133102,0.1365986209013339,0.14,True,4,0.11624286293180713
confirm_payload_com_only,10102,passive,False,True,2,0.12169775049040632,0.09058716336216072,0.14,True,5,0.06599006109841069
confirm_payload_com_only,10103,passive,False,True,3,0.035449810351028004,0.13686656328113692,0.075,True,9,0.10133495580719186
confirm_payload_com_only,10104,passive,False,True,2,0.062476287425707225,0.11962624595118165,0.0812191736534194,True,9,0.05678006327390468
confirm_payload_com_only,10105,passive,False,True,2,0.1322119014300874,0.11748336567188437,0.14,True,4,0.10907883827353407
confirm_payload_com_only,10106,passive,False,True,4,0.13668540572781315,0.08956175259028837,0.14,True,4,0.06763180332587988
confirm_payload_com_only,10107,passive,False,True,2,0.12741819317325037,0.12214161887792103,0.14,True,4,0.09650463695923002
confirm_payload_com_only,10108,passive,False,True,2,0.14401943695065567,0.14435709436377417,0.14,True,6,0.1197472005559611
confirm_payload_com_only,10109,passive,False,True,2,0.11772370461892724,0.11466943371268606,0.14,True,4,0.09247099101897277
confirm_payload_com_only,10110,passive,False,True,2,0.12486143515066697,0.13890485570295497,0.14,True,4,0.13056204138125246
confirm_payload_com_only,10111,passive,False,True,4,0.13036768397547735,0.11524380229425771,0.14,True,4,0.09463809150719933
confirm_payload_com_only,10112,passive,False,True,2,0.13753298243991904,0.10337855123176841,0.14,True,4,0.0832622490922162
confirm_payload_com_only,10113,passive,False,True,2,0.133334329487395,0.11094395379843841,0.14,True,4,0.0894694991659
confirm_payload_com_only,10114,passive,False,True,2,0.1357608987505772,0.13407157315006593,0.14,True,4,0.10680573824217134
confirm_payload_com_only,10115,passive,False,True,2,0.1355778045407126,0.1257220837546124,0.14,True,4,0.11035189566839339
confirm_payload_com_only,10116,passive,False,True,2,0.1329243291436739,0.11889069033371552,0.14,True,4,0.10881328702803539
confirm_payload_com_only,10117,passive,False,True,2,0.13696551069577548,0.10910193418629188,0.14,True,4,0.09797121067520087
confirm_payload_com_only,10118,passive,False,True,2,0.1396392244212512,0.1364432514503093,0.14,True,4,0.11848655437445162
confirm_payload_com_only,10119,passive,False,True,4,0.12839580591621277,0.1264261897146808,0.14,True,4,0.11742853376232555
confirm_payload_com_only,10120,passive,False,True,2,0.12859679639029445,0.10876903937582494,0.14,True,4,0.08335031972797441
confirm_payload_com_only,10121,passive,False,True,2,0.12894002647778827,0.13588687241954764,0.14,True,4,0.12154290025955249
confirm_payload_com_only,10122,passive,False,True,2,0.13910886217127746,0.12188326356729748,0.14,True,4,0.10496315134763408
confirm_payload_com_only,10123,passive,False,True,2,0.13827922143387636,0.12026096798820313,0.14,True,4,0.09701099649192062
confirm_payload_com_only,10124,passive,False,True,2,0.12436751787408686,0.12816192784006955,0.14,True,4,0.11481133414149035
confirm_payload_com_only,10125,passive,False,True,2,0.13407435390130784,0.12101338941523253,0.14,True,4,0.09572095030039393
confirm_payload_com_only,10126,passive,False,True,2,0.13347074720367796,0.1315818140269886,0.14,True,4,0.11411178755991952
confirm_payload_com_only,10127,passive,False,True,5,0.13099914397871198,0.11746974414458747,0.14,True,4,0.08401617253039742
confirm_payload_com_only,10128,passive,False,True,2,0.13059369068689403,0.12050615060050998,0.14,True,4,0.115128064206178
confirm_payload_com_only,10129,passive,False,True,4,0.1211906044026906,0.12529521979478012,0.14,True,4,0.10127464852466148
confirm_payload_com_only,10130,passive,False,True,2,0.06873772549674705,0.1261940881944085,0.08935904314577116,True,9,0.07606830071833545
confirm_payload_com_only,10131,passive,False,True,4,0.125983949893685,0.10288702346841336,0.14,True,4,0.0834777988363216
confirm_payload_com_only,10132,passive,False,True,2,0.13366086287405643,0.11000276875445833,0.14,True,4,0.08685871827952174
confirm_payload_com_only,10133,passive,False,True,2,0.12711021813654708,0.11617725809197671,0.14,True,4,0.08573851428414318
confirm_payload_com_only,10134,passive,False,True,2,0.1323945069999365,0.12270935435339395,0.14,True,4,0.10973368684473936
confirm_payload_com_only,10135,passive,False,True,2,0.12225642509888528,0.12724455275605714,0.14,True,4,0.1079497313836822
confirm_payload_com_only,10136,passive,False,True,2,0.1303419895167685,0.10995907087346103,0.14,True,4,0.09444354329540687
confirm_payload_com_only,10137,passive,False,True,2,0.1286659151498541,0.11743359290470796,0.14,True,4,0.10129141512058078
confirm_payload_com_only,10138,passive,False,True,2,0.13454832732767813,0.12647587662408738,0.14,True,4,0.10869161247818761
confirm_payload_com_only,10139,passive,False,True,2,0.1361079174614295,0.09988760538203487,0.14,True,4,0.08805765552646778
confirm_payload_com_only,10140,passive,False,True,2,0.1342527393165007,0.12995414264050628,0.14,True,4,0.09538062509850125
confirm_payload_com_only,10141,passive,False,True,2,0.12437073935316115,0.11104868554530097,0.14,True,4,0.09135916369982779
confirm_payload_com_only,10142,passive,False,True,2,0.13309490682931086,0.1246038767864655,0.14,True,4,0.11651476580004015
confirm_payload_com_only,10143,passive,False,False,6,0.0455138078911805,0.11927689592441623,0.075,True,6,0.12633900433823184
confirm_payload_com_only,10144,passive,False,True,2,0.13031508203689227,0.11455036378065135,0.14,True,5,0.09542546257886868
confirm_payload_com_only,10145,passive,False,True,2,0.14208120741101707,0.13106004980267233,0.14,True,4,0.10608418361571133
confirm_payload_com_only,10146,passive,False,True,2,0.13512137040289687,0.13933117650539775,0.14,True,4,0.12446044791783585
confirm_payload_com_only,10147,passive,False,True,4,0.12953432340241347,0.12103230253346334,0.14,True,4,0.09865594749031661
confirm_payload_com_only,10148,passive,False,True,2,0.1342807042704689,0.1255897176726387,0.14,True,4,0.09503754261993991
confirm_payload_com_only,10149,passive,False,True,2,0.11776673256199846,0.10305511992583145,0.14,True,4,0.09065953457575943
confirm_payload_com_only,10150,passive,False,True,2,0.13090304666238176,0.12086933262641796,0.14,True,4,0.10548871238836058
confirm_payload_com_only,10151,passive,False,True,4,0.1252620005489815,0.12230554625187753,0.14,True,5,0.11095457063163343
confirm_payload_com_only,10152,passive,False,True,2,0.1322420783830257,0.13619590928993455,0.14,True,5,0.10414588616172224
confirm_payload_com_only,10153,passive,False,True,4,0.1375252184869116,0.12780119926495823,0.14,True,4,0.10412037741335241
confirm_payload_com_only,10154,passive,False,True,4,0.1433604274671649,0.11441749594216119,0.14,True,4,0.0981484050227655
confirm_payload_com_only,10155,passive,False,True,2,0.13141557601736267,0.10879507541488195,0.14,True,4,0.08673723434379481
confirm_payload_com_only,10156,passive,False,True,2,0.12636883596366785,0.11828437837181308,0.14,True,4,0.1032579533396575
confirm_payload_com_only,10157,passive,False,True,2,0.13413039235473295,0.10672222955218795,0.14,True,4,0.08367403534499358
confirm_payload_com_only,10158,passive,False,True,2,0.13332235408616583,0.13905254802218608,0.14,True,4,0.12038127444359109
confirm_payload_com_only,10159,passive,False,True,2,0.12940328469090528,0.1120379030171195,0.14,True,4,0.1028982820938576
confirm_payload_com_only,10160,passive,False,True,2,0.07671242167749182,0.13277728887453094,0.09972614818073937,True,8,0.08370995703817198
confirm_payload_com_only,10161,passive,False,True,2,0.13540495524508236,0.1200695956934792,0.14,True,4,0.1027861771759243
confirm_payload_com_only,10162,passive,False,True,2,0.13421522781454306,0.11806441360993385,0.14,True,5,0.05511751379873517
confirm_payload_com_only,10163,passive,False,True,4,0.14054374262153466,0.12553807548538043,0.14,True,4,0.09548221572185453
confirm_payload_com_only,10164,passive,False,True,2,0.1349229800362182,0.12896610468126257,0.14,True,5,0.09096929119130846
confirm_payload_com_only,10165,passive,False,True,4,0.13483884195032436,0.12129875696416417,0.14,True,4,0.10144205358322038
confirm_payload_com_only,10166,passive,False,True,2,0.12251382834772655,0.12880759967893632,0.14,True,5,0.10499496187056731
confirm_payload_com_only,10167,passive,False,True,5,0.13155515915911994,0.1275345361308095,0.14,True,4,0.10959836000770373
confirm_payload_com_only,10168,passive,False,True,1,0.12796217992459305,0.1170843282762542,0.14,True,4,0.09663535054094123
confirm_payload_com_only,10169,passive,False,True,2,0.125549665363738,0.11234140340393671,0.14,True,4,0.08899396750729113
confirm_payload_com_only,10170,passive,False,True,2,0.13376988293997175,0.13609411069652136,0.14,True,6,0.11903123791825604
confirm_payload_com_only,10171,passive,False,True,2,0.12635426950613343,0.12070664150798671,0.14,True,4,0.11428749446936966
confirm_payload_com_only,10172,passive,False,True,2,0.13157927123018645,0.11734638551169725,0.14,True,4,0.10742785466588459
