map,seed,method,trial,source,cmd_vx,cmd_vy,cmd_wz,measured_vx,measured_vy,measured_wz,valid,safety_events
replicate_narrow_lane,10501,B5_active_no_task,1,seed_design,-0.4,0.0,0.0,-0.23952254279907073,0.00041252994944360026,-0.015110349915782232,True,
replicate_narrow_lane,10502,B5_active_no_task,1,seed_design,-0.4,0.0,0.0,-0.203314014709265,-0.007149296891446644,-0.0389061889777317,True,
replicate_narrow_lane,10503,B5_active_no_task,1,seed_design,-0.4,0.0,0.0,-0.22242693818107237,-0.012442953413574896,0.05280618703757502,True,
replicate_narrow_lane,10504,B5_active_no_task,1,seed_design,-0.4,0.0,0.0,-0.2586227512454779,0.01929915122281859,0.04013334413541151,True,
replicate_narrow_lane,10505,B5_active_no_task,1,seed_design,-0.4,0.0,0.0,-0.2839324301716795,-0.0070542018082941985,-0.01018871776689066,True,
replicate_narrow_lane,10506,B5_active_no_task,1,seed_design,-0.4,0.0,0.0,-0.2742948179486651,-0.0392158109990489,0.035459807164423575,True,
replicate_narrow_lane,10507,B5_active_no_task,1,seed_design,-0.4,0.0,0.0,-0.27882157391628515,0.0005333464230442495,-0.023374307141918665,True,
replicate_narrow_lane,10508,B5_active_no_task,1,seed_design,-0.4,0.0,0.0,-0.23823350314606903,-0.02312372962872942,0.05226111046956388,True,
replicate_narrow_lane,10509,B5_active_no_task,1,seed_design,-0.4,0.0,0.0,-0.2916833655156848,0.04568619311652365,-0.014159369246176709,True,
replicate_narrow_lane,10510,B5_active_no_task,1,seed_design,-0.4,0.0,0.0,-0.2582136797007805,0.005670511950086536,-0.02684739396589063,True,
replicate_narrow_lane,10511,B5_active_no_task,1,seed_design,-0.4,0.0,0.0,-0.2621429060315328,0.034045837680396034,-0.02489048326082519,True,
replicate_narrow_lane,10512,B5_active_no_task,1,seed_design,-0.4,0.0,0.0,-0.2785319827235436,-0.026234679598742372,0.03185435914699539,True,
replicate_narrow_lane,10513,B5_active_no_task,1,seed_design,-0.4,0.0,0.0,-0.24615128524850827,0.02341679317103603,-0.03297153056355518,True,
replicate_narrow_lane,10514,B5_active_no_task,1,seed_design,-0.4,0.0,0.0,-0.27804198706545813,-0.04429642225507611,-0.018206389158405018,True,
replicate_narrow_lane,10515,B5_active_no_task,1,seed_design,-0.4,0.0,0.0,-0.1976954037331279,-0.0084386307536158,-0.013326456253410415,True,
replicate_narrow_lane,10516,B5_active_no_task,1,seed_design,-0.4,0.0,0.0,-0.25509605217245607,-0.01579680671789459,0.02703517145780575,True,
replicate_narrow_lane,10517,B5_active_no_task,1,seed_design,-0.4,0.0,0.0,-0.2202156279028495,-0.00596018668810671,0.045968330566848556,True,
replicate_narrow_lane,10518,B5_active_no_task,1,seed_design,-0.4,0.0,0.0,-0.25119056237181814,0.0045096668299414375,0.03636367975882499,True,
